2008,2,25,100000.00
2008,2,26,99977.00
2008,2,27,100822.00
2008,2,28,101397.00
2008,2,29,100641.00
2008,3,3,99180.00
2008,3,4,97981.00
2008,3,5,98088.00
2008,3,6,98088.00
2008,3,7,98088.00
2008,3,10,98088.00
2008,3,11,98088.00
2008,3,12,98088.00
2008,3,13,98088.00
2008,3,14,98088.00
2008,3,17,98088.00
2008,3,18,98088.00
2008,3,19,98088.00
2008,3,20,98088.00
2008,3,24,98088.00
2008,3,25,98088.00
2008,3,26,98088.00
2008,3,27,98088.00
2008,3,28,98088.00
2008,3,31,98088.00
2008,4,1,98088.00
2008,4,2,98181.00
2008,4,3,98222.00
2008,4,4,98213.00
2008,4,7,98225.00
2008,4,8,98239.00
2008,4,9,98052.00
2008,4,10,98179.00
2008,4,11,97994.00
2008,4,14,97750.00
2008,4,15,97704.00
2008,4,16,97704.00
2008,4,17,97704.00
2008,4,18,97704.00
2008,4,21,98002.00
2008,4,22,96197.00
2008,4,23,97002.00
2008,4,24,96456.00
2008,4,25,96842.00
2008,4,28,97023.00
2008,4,29,96925.00
2008,4,30,96851.00
2008,5,1,97170.00
2008,5,2,97229.00
2008,5,5,97422.00
2008,5,6,98415.00
2008,5,7,97435.00
2008,5,8,98049.00
2008,5,9,97399.00
2008,5,12,97953.00
2008,5,13,98025.00
2008,5,14,98025.00
2008,5,15,98025.00
2008,5,16,98243.00
2008,5,19,97954.00
2008,5,20,97870.00
2008,5,21,97344.00
2008,5,22,97558.00
2008,5,23,97198.00
2008,5,27,97366.00
2008,5,28,97366.00
2008,5,29,97366.00
2008,5,30,97366.00
2008,6,2,97366.00
2008,6,3,97366.00
2008,6,4,97366.00
2008,6,5,97366.00
2008,6,6,97366.00
2008,6,9,97366.00
2008,6,10,97366.00
2008,6,11,97366.00
2008,6,12,97366.00
2008,6,13,97366.00
2008,6,16,97366.00
2008,6,17,97366.00
2008,6,18,97366.00
2008,6,19,97366.00
2008,6,20,97366.00
2008,6,23,97366.00
2008,6,24,97366.00
2008,6,25,97366.00
2008,6,26,97366.00
2008,6,27,97366.00
2008,6,30,97366.00
2008,7,1,97366.00
2008,7,2,97366.00
