2008,1,3,50000.00
2008,1,4,49982.00
2008,1,7,49997.00
2008,1,8,49983.00
2008,1,9,49971.00
2008,1,10,49953.00
2008,1,11,49953.00
2008,1,14,49953.00
2008,1,15,49953.00
2008,1,16,49953.00
2008,1,17,49953.00
2008,1,18,49953.00
2008,1,22,49953.00
2008,1,23,49953.00
2008,1,24,49953.00
2008,1,25,49953.00
2008,1,28,49953.00
2008,1,29,49953.00
2008,1,30,49953.00
2008,1,31,49953.00
2008,2,1,49953.00
2008,2,4,49953.00
2008,2,5,49953.00
2008,2,6,49953.00
2008,2,7,49935.00
2008,2,8,49946.00
2008,2,11,49956.00
2008,2,12,49966.00
2008,2,13,50133.00
2008,2,14,50033.00
2008,2,15,50143.00
2008,2,19,50023.00
2008,2,20,50031.00
2008,2,21,49927.00
2008,2,22,49908.00
2008,2,25,50059.00
2008,2,26,50057.00
2008,2,27,50057.00
2008,2,28,50057.00
2008,2,29,50039.00
2008,3,3,50042.00
2008,3,4,50062.00
2008,3,5,50067.00
2008,3,6,50052.00
2008,3,7,50046.00
2008,3,10,50035.00
2008,3,11,50081.00
2008,3,12,50081.00
2008,3,13,50096.00
2008,3,14,50067.00
2008,3,17,50064.00
2008,3,18,50113.00
2008,3,19,50085.00
2008,3,20,50143.00
2008,3,24,50211.00
2008,3,25,50215.00
2008,3,26,50181.00
2008,3,27,50170.00
2008,3,28,50171.00
2008,3,31,50168.00
2008,4,1,50184.00
2008,4,2,50180.00
2008,4,3,50216.00
2008,4,4,50216.00
2008,4,7,50216.00
2008,4,8,50216.00
2008,4,9,50216.00
2008,4,10,50216.00
2008,4,11,50216.00
2008,4,14,50216.00
2008,4,15,50216.00
2008,4,16,50216.00
2008,4,17,50216.00
2008,4,18,50233.00
2008,4,21,50228.00
2008,4,22,50192.00
2008,4,23,50226.00
2008,4,24,50430.00
2008,4,25,50450.00
2008,4,28,50441.00
2008,4,29,50441.00
2008,4,30,50441.00
2008,5,1,50441.00
2008,5,2,50441.00
2008,5,5,50441.00
2008,5,6,50441.00
2008,5,7,50441.00
2008,5,8,50441.00
2008,5,9,50441.00
2008,5,12,50441.00
2008,5,13,50441.00
2008,5,14,50441.00
2008,5,15,50441.00
2008,5,16,50441.00
2008,5,19,50441.00
2008,5,20,50441.00
2008,5,21,50441.00
2008,5,22,50441.00
2008,5,23,50441.00
2008,5,27,50441.00
2008,5,28,50441.00
2008,5,29,50441.00
2008,5,30,50441.00
2008,6,2,50441.00
2008,6,3,50441.00
2008,6,4,50441.00
2008,6,5,50441.00
2008,6,6,50441.00
2008,6,9,50441.00
2008,6,10,50441.00
2008,6,11,50441.00
2008,6,12,50441.00
2008,6,13,50441.00
2008,6,16,50441.00
2008,6,17,50441.00
2008,6,18,50441.00
2008,6,19,50441.00
2008,6,20,50383.00
2008,6,23,50188.00
2008,6,24,50153.00
2008,6,25,50219.00
2008,6,26,50133.00
2008,6,27,50133.00
2008,6,30,50116.00
2008,7,1,50107.00
2008,7,2,50072.00
2008,7,3,50078.00
2008,7,7,50083.00
2008,7,8,50083.00
2008,7,9,50083.00
2008,7,10,50083.00
2008,7,11,50071.00
2008,7,14,50069.00
2008,7,15,50057.00
2008,7,16,50187.00
2008,7,17,50421.00
2008,7,18,50334.00
2008,7,21,50322.00
2008,7,22,50304.00
2008,7,23,50330.00
2008,7,24,50300.00
2008,7,25,50305.00
2008,7,28,50266.00
2008,7,29,50302.00
2008,7,30,50291.00
2008,7,31,50291.00
2008,8,1,50263.00
2008,8,4,50293.00
2008,8,5,50321.00
2008,8,6,50306.00
2008,8,7,50298.00
2008,8,8,50338.00
2008,8,11,50328.00
2008,8,12,50331.00
2008,8,13,50300.00
2008,8,14,50322.00
2008,8,15,50323.00
2008,8,18,50301.00
2008,8,19,50269.00
2008,8,20,50227.00
2008,8,21,50206.00
2008,8,22,50212.00
2008,8,25,50186.00
2008,8,26,50161.00
2008,8,27,50161.00
2008,8,28,50161.00
2008,8,29,50161.00
2008,9,2,50161.00
2008,9,3,50161.00
2008,9,4,50161.00
