2011,1,10,1000000.00
2011,1,11,998785.00
2011,1,12,1002940.00
2011,1,13,1004815.00
2011,1,14,1009415.00
2011,1,18,1011935.00
2011,1,19,1031495.00
2011,1,20,1031935.00
2011,1,21,1030775.00
2011,1,24,1046815.00
2011,1,25,1053855.00
2011,1,26,1052295.00
2011,1,27,1052705.00
2011,1,28,1029665.00
2011,1,31,1039875.00
2011,2,1,1056635.00
2011,2,2,1056595.00
2011,2,3,1055505.00
2011,2,4,1058775.00
2011,2,7,1062765.00
2011,2,8,1076175.00
2011,2,9,1070495.00
2011,2,10,1065755.00
2011,2,11,1072855.00
2011,2,14,1074065.00
2011,2,15,1068585.00
2011,2,16,1070815.00
2011,2,17,1075135.00
2011,2,18,1082315.00
2011,2,22,1051165.00
2011,2,23,1045355.00
2011,2,24,1045175.00
2011,2,25,1052275.00
2011,2,28,1054075.00
2011,3,1,1033995.00
2011,3,2,1034745.00
2011,3,3,1056475.00
2011,3,4,1053577.00
2011,3,7,1050247.00
2011,3,8,1054369.00
2011,3,9,1060651.00
2011,3,10,1053919.00
2011,3,11,1054639.00
2011,3,14,1052803.00
2011,3,15,1048645.00
2011,3,16,1038079.00
2011,3,17,1040149.00
2011,3,18,1043155.00
2011,3,21,1046287.00
2011,3,22,1046863.00
2011,3,23,1049545.00
2011,3,24,1050445.00
2011,3,25,1054189.00
2011,3,28,1052767.00
2011,3,29,1055431.00
2011,3,30,1056691.00
2011,3,31,1055755.00
2011,4,1,1057861.00
2011,4,4,1057825.00
2011,4,5,1057375.00
2011,4,6,1057465.00
2011,4,7,1058059.00
2011,4,8,1057483.00
2011,4,11,1057303.00
2011,4,12,1056079.00
2011,4,13,1057303.00
2011,4,14,1059085.00
2011,4,15,1061263.00
2011,4,18,1060795.00
2011,4,19,1059841.00
2011,4,20,1058707.00
2011,4,21,1064899.00
2011,4,25,1063837.00
2011,4,26,1065277.00
2011,4,27,1068571.00
2011,4,28,1069291.00
2011,4,29,1068931.00
2011,5,2,1071685.00
2011,5,3,1072963.00
2011,5,4,1065703.00
2011,5,5,1058773.00
2011,5,6,1062568.00
2011,5,9,1063261.00
2011,5,10,1067386.00
2011,5,11,1064548.00
2011,5,12,1073392.00
2011,5,13,1065901.00
2011,5,16,1062469.00
2011,5,17,1067782.00
2011,5,18,1067584.00
2011,5,19,1068079.00
2011,5,20,1066693.00
2011,5,23,1060555.00
2011,5,24,1059664.00
2011,5,25,1058905.00
2011,5,26,1057057.00
2011,5,27,1058080.00
2011,5,31,1062700.00
2011,6,1,1055044.00
2011,6,2,1053526.00
2011,6,3,1050160.00
2011,6,6,1050160.00
2011,6,7,1050160.00
2011,6,8,1050160.00
2011,6,9,1050160.00
2011,6,10,1050160.00
2011,6,13,1050988.00
2011,6,14,1057972.00
2011,6,15,1051168.00
2011,6,16,1049272.00
2011,6,17,1043416.00
2011,6,20,1037512.00
2011,6,21,1049440.00
2011,6,22,1046224.00
2011,6,23,1056520.00
2011,6,24,1050688.00
2011,6,27,1057492.00
2011,6,28,1061344.00
2011,6,29,1059880.00
2011,6,30,1061824.00
2011,7,1,1070896.00
2011,7,5,1078276.00
2011,7,6,1081060.00
2011,7,7,1087552.00
2011,7,8,1090552.00
2011,7,11,1083736.00
2011,7,12,1083436.00
2011,7,13,1088536.00
2011,7,14,1088236.00
2011,7,15,1096780.00
2011,7,18,1107388.00
2011,7,19,1111036.00
2011,7,20,1123048.00
2011,7,21,1123504.00
2011,7,22,1130692.00
2011,7,25,1136908.00
2011,7,26,1142776.00
2011,7,27,1129840.00
2011,7,28,1128916.00
2011,7,29,1127320.00
2011,8,1,1134808.00
2011,8,2,1125448.00
2011,8,3,1129816.00
2011,8,4,1111660.00
2011,8,5,1107172.00
2011,8,8,1082788.00
2011,8,9,1107640.00
2011,8,10,1095316.00
2011,8,11,1107268.00
2011,8,12,1111204.00
2011,8,15,1118872.00
2011,8,16,1115368.00
2011,8,17,1115320.00
2011,8,18,1098136.00
2011,8,19,1086160.00
2011,8,22,1086652.00
2011,8,23,1107148.00
2011,8,24,1110232.00
2011,8,25,1107292.00
2011,8,26,1119076.00
2011,8,29,1126708.00
2011,8,30,1126732.00
2011,8,31,1120564.00
2011,9,1,1116028.00
2011,9,2,1107688.00
2011,9,6,1114492.00
2011,9,7,1119496.00
2011,9,8,1119748.00
2011,9,9,1111792.00
2011,9,12,1114732.00
2011,9,13,1120324.00
2011,9,14,1125916.00
2011,9,15,1130284.00
2011,9,16,1139296.00
2011,9,19,1152592.00
2011,9,20,1154764.00
2011,9,21,1153204.00
2011,9,22,1140868.00
2011,9,23,1143832.00
2011,9,26,1142488.00
2011,9,27,1137808.00
2011,9,28,1135120.00
2011,9,29,1127428.00
2011,9,30,1116376.00
2011,10,3,1108348.00
2011,10,4,1105840.00
2011,10,5,1112704.00
2011,10,6,1111660.00
2011,10,7,1102612.00
2011,10,10,1125328.00
2011,10,11,1139044.00
2011,10,12,1141312.00
2011,10,13,1148764.00
2011,10,14,1164988.00
2011,10,17,1162576.00
2011,10,18,1165264.00
2011,10,19,1137052.00
2011,10,20,1133092.00
2011,10,21,1130176.00
2011,10,24,1145596.00
2011,10,25,1136032.00
2011,10,26,1139416.00
2011,10,27,1144300.00
2011,10,28,1144612.00
2011,10,31,1144408.00
2011,11,1,1134520.00
2011,11,2,1135600.00
2011,11,3,1142368.00
2011,11,4,1138984.00
2011,11,7,1138372.00
2011,11,8,1146136.00
2011,11,9,1133056.00
2011,11,10,1121032.00
2011,11,11,1120324.00
2011,11,14,1113916.00
2011,11,15,1125352.00
2011,11,16,1120504.00
2011,11,17,1111708.00
2011,11,18,1108756.00
2011,11,21,1101664.00
2011,11,22,1110628.00
2011,11,23,1099252.00
2011,11,25,1095172.00
2011,11,28,1110160.00
2011,11,29,1106668.00
2011,11,30,1117432.00
2011,12,1,1124272.00
2011,12,2,1126384.00
2011,12,5,1130344.00
2011,12,6,1127884.00
2011,12,7,1125664.00
2011,12,8,1127536.00
2011,12,9,1131076.00
2011,12,12,1128940.00
2011,12,13,1125328.00
2011,12,14,1115020.00
2011,12,15,1113532.00
2011,12,16,1116016.00
2011,12,19,1117444.00
2011,12,20,1133860.00
